City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
297,mugia,43.1041,-9.2179,10.09,77,100,1.65,ES,1706669964
298,delta del tigre,-34.7633,-56.3853,21.06,48,0,4.02,UY,1706669964
299,gebeit,21.0667,36.3167,11.58,77,98,1.5,SD,1706669965
300,saryozek,44.3583,77.9753,-7.24,96,100,1.08,KZ,1706669965
301,san mariano,7.5,126.0,21.73,99,100,1.28,PH,1706669965
302,parabel',58.6978,81.4825,-13.38,94,100,4.47,RU,1706669966
303,pleasanton,37.6624,-121.8747,16.67,71,0,3.09,US,1706669966
304,tartu,58.3806,26.7251,0.18,93,100,3.6,EE,1706669966
305,portland,45.5234,-122.6762,13.67,74,100,4.47,US,1706669421
306,altay,47.8667,88.1167,-12.63,71,98,2.04,CN,1706669966
307,ambodifotatra,-16.9833,49.85,26.22,77,40,9.54,MG,1706669967
308,al kharj,24.155,47.3346,18.32,38,99,4.08,SA,1706669967
309,iskateley,67.6803,53.1512,-6.1,92,71,4.92,RU,1706669968
310,shubarshi,48.5872,57.1869,-6.42,93,97,6.07,KZ,1706669968
311,ketchikan,55.3422,-131.6461,8.26,87,100,4.12,US,1706669843
312,geraldton,-28.7667,114.6,43.23,13,0,7.72,AU,1706669968
313,kirakira,-10.4544,161.9205,28.11,82,100,4.8,SB,1706669969
314,gadzhiyevo,69.2551,33.3362,0.83,74,100,15.45,RU,1706669734
315,nanzhou,29.3596,112.4024,8.14,93,100,2.15,CN,1706669969
316,barhi,23.9,80.8,16.66,45,100,2.31,IN,1706669969
317,afaahiti,-17.75,-149.2833,28.92,80,81,3.82,PF,1706669848
318,anavyssos,37.7333,23.95,7.09,67,91,15.93,GR,1706669970
319,kingston,17.997,-76.7936,25.53,85,40,7.2,JM,1706669785
320,port douglas,-16.4833,145.4667,32.44,64,100,2.93,AU,1706669971
321,coquimbo,-29.9533,-71.3436,17.85,88,40,2.06,CL,1706669597
322,linda,39.1277,-121.5508,17.93,81,0,2.57,US,1706669971
323,riosucio,5.4216,-75.7032,16.67,93,91,0.58,CO,1706669971
324,cockburn town,21.4612,-71.1419,23.88,57,3,3.89,TC,1706669850
325,port allen,30.4521,-91.2101,15.08,70,47,3.28,US,1706669972
326,laguna,38.421,-121.4238,17.79,72,0,3.09,US,1706669972
327,kerouane,9.2667,-9.0167,21.9,23,50,0.62,GN,1706669973
328,sambava,-14.2667,50.1667,24.46,88,96,2.26,MG,1706669973
329,taoudenni,22.6783,-3.9836,17.33,28,0,5.99,ML,1706669973
330,belyy yar,53.6039,91.3903,-23.06,92,20,0.0,RU,1706669973
331,hotan,37.0997,79.9269,-1.49,53,87,1.47,CN,1706669974
332,santiago de cao,-7.9589,-79.2392,24.07,83,100,4.12,PE,1706669974
333,ambon,-3.6954,128.1814,32.08,62,40,3.09,ID,1706669974
334,fale old settlement,-9.3852,-171.2468,29.66,68,27,1.2,TK,1706669974
335,prince rupert,54.3161,-130.3201,8.83,81,100,3.09,CA,1706669975
336,ad darb,17.7229,42.2526,24.06,71,14,1.99,SA,1706669975
337,ouadda,8.0777,22.4007,20.16,21,100,2.93,CF,1706669976
338,khandud,36.9513,72.318,-6.95,86,100,2.44,AF,1706669976
339,edgewater,28.9889,-80.9023,13.08,77,100,0.0,US,1706669758
340,qina,26.1642,32.7267,8.37,47,0,2.82,EG,1706669976
341,biloela,-24.4167,150.5,31.57,57,91,6.16,AU,1706669977
342,polovinnoye,54.7914,65.9864,-19.94,99,41,3.43,RU,1706669977
343,changji,44.0167,87.3167,-16.56,85,100,1.0,CN,1706669977
344,swakopmund,-22.6833,14.5333,17.77,87,6,1.64,NA,1706669978
345,aswan,24.0934,32.907,8.61,49,0,3.6,EG,1706669978
346,saharsa,25.8833,86.6,16.48,43,0,1.58,IN,1706669978
347,nogliki,51.8333,143.1667,-15.92,84,52,3.58,RU,1706669979
348,bafoulabe,13.8065,-10.8321,24.1,13,94,2.39,ML,1706669979
349,tommot,58.9564,126.2925,-26.74,90,94,2.49,RU,1706669979
350,irymple,-34.25,142.1667,26.16,29,0,0.45,AU,1706669979
351,ciudad bolivar,8.1222,-63.5497,28.52,63,82,5.24,VE,1706669909
352,santa cruz,-17.8,-63.1667,24.7,94,53,2.06,BO,1706669870
353,tuam,53.5167,-8.85,5.68,82,100,8.1,IE,1706669980
354,los teques,10.3445,-67.0433,17.56,81,51,1.08,VE,1706669980
355,zhuanghe,39.7008,122.9911,-3.38,65,68,5.22,CN,1706669981
